id,population,total_rooms
1,0.45253177681549395,0.9251464679965662
2,0.5664982181547334,0.8409079271295151
3,0.46224225168039,0.9171794796132514
4,0.46178815991485245,0.920784033063728
5,0.4654037926111757,0.9151799746048898
6,0.45499498636808866,0.9252704745128882
7,0.4867698764728263,0.9049322223540244
8,0.49397587596973647,0.89624256790588
9,0.48962137767921354,0.9055387616654512
10,0.5079348513857063,0.8923013106805084
11,0.47911804490751786,0.9087800732508882
12,0.5063316087468954,0.8926567046735369
13,0.48642437673197303,0.9056760580379523
14,0.4512769161942429,0.928272374816476
15,0.49064679559900237,0.9041669400105242
16,0.4634938563176081,0.9243906204496934
17,0.4740419112190726,0.9116130025096042
18,0.4634175669322692,0.9222607507711733
19,0.48136495496261755,0.9088463155738566
20,0.46708497592912634,0.9182011679726633
21,0.4532738870224706,0.9279196517804832
22,0.47398657485135354,0.9179896974086617
23,0.4839161665804328,0.9058754528721008
24,0.47269695161032566,0.9165768667440486
25,0.48159196224669876,0.9092205989407068
26,0.4490815500441392,0.9306093323950486
27,0.46151273177425123,0.9234913740667718
28,0.4806058471907325,0.9152594379355935
29,0.4831198320875535,0.9125412360498176
30,0.4527401713875737,0.9281558320632097
31,0.4751830278623179,0.9129961667876026
32,0.4847002302630341,0.911704747064567
33,0.4790598123470078,0.9142463354212601
34,0.4700658327330224,0.9162899620991134
35,0.4919600246048945,0.9041934101538993
36,0.4614889095102296,0.9218273469146716
37,0.47691587167607064,0.9159163719168001
38,0.4720698704136418,0.9198109992323101
39,0.4667379053166314,0.9187220753854412
40,0.49244496467038,0.9089408819729564
41,0.47464060188157,0.9177127772362816
42,0.45754863131625034,0.9258525715957749
43,0.4541197896813387,0.9289600431238668
44,0.45653567667225425,0.9252185345966485
45,0.46580085880830246,0.9189160236022293
46,0.46923854059390757,0.9159768994433684
47,0.46167161311515525,0.9236452783261091
48,0.45918335326781035,0.9250549633414852
49,0.4523641120969656,0.9300591959094489
50,0.4618621895183894,0.9271942222155499
51,0.46218178812597943,0.9282788885493048
52,0.4793449213964359,0.9154028959104554
53,0.514455505268836,0.901026697981772
54,0.47935173745290816,0.9200532423554504
55,0.46407565030732945,0.9236241518363396
56,0.4589937322877531,0.926193005318905
57,0.46291443673237476,0.9218869041802082
58,0.4678293195291897,0.9187387625502014
59,0.4748827826821521,0.9232191258054373
60,0.44038823958270756,0.934784742007354
61,0.4602025479994927,0.9231997547125254
62,0.4399868935654301,0.9350849433825078
63,0.45262841221228356,0.9275137072125708
64,0.46044653770870814,0.9212802067474903
65,0.45363082697669677,0.9265514190873865
66,0.46027239883525084,0.9253846765471518
67,0.46888869624376084,0.9197778786569896
68,0.457859230029918,0.9241933306365859
69,0.4484578742787383,0.9296677039139625
70,0.5068607683380697,0.9066858712913812
71,0.453049315597823,0.9275090481994104
72,0.4590344501682476,0.9264019022110876
73,0.45764222165986534,0.9276738664258586
74,0.4372735794109097,0.9364837865646999
75,0.4513641978437276,0.9256026469029458
76,0.4661445485752048,0.9230539592403741
77,0.4939425862350356,0.899981768261036
78,0.4649007878681146,0.9231968103025963
79,0.4779600519721203,0.9173196864479473
80,0.45113798056674304,0.9284555673255712
81,0.45954905938619706,0.9267990021923671
82,0.44290391626269,0.9346851501640615
83,0.4445389059853563,0.9327566605869252
84,0.4483049758405442,0.9332184272160583
85,0.4565162362284926,0.9252504865282708
86,0.4527543316533399,0.9273062633917917
87,0.45849873249030393,0.9272798185702842
88,0.4576219320484862,0.9270643806996661
89,0.44058232942063147,0.9358800031778866
90,0.4481232463885233,0.9358046779223971
91,0.464643137839432,0.9272482710872478
92,0.45943359021939323,0.940485757673718
93,0.44199132446113887,0.9365615813989441
94,0.4633434790056934,0.9256016144475718
95,0.4840790495283289,0.9200498485695513
96,0.5747429807221508,0.8793306386764431
97,0.5308986094523053,0.8793764259334917
98,0.44453627598665413,0.9328525679314338
99,0.5207967441313618,0.8940908729403312
100,0.5157526273935018,0.8933337124702262
101,0.5378820407622535,0.8805485439651469
102,0.5566482361938792,0.8638155788662987
103,0.45381416709024514,0.9261116759996473
104,0.4782997534421617,0.9094133476953598
105,0.5605609668694878,0.8638114011066499
106,0.46677275655393313,0.9179730769575103
107,0.472674203011187,0.909951818943009
108,0.4694980110169146,0.9140741190920257
109,0.504662522288504,0.8925130465183253
110,0.505025109400374,0.8954881581499095
111,0.463069401182557,0.9183143623313479
112,0.5167868081775007,0.8902020783299454
113,0.5169444983275227,0.8872795232954798
114,0.4815289006559401,0.9062136115599768
115,0.46781702869229236,0.9163125087221501
116,0.4612831207931498,0.9205064351439028
