id,x1,x2,x3
10,0.2970362597744562,0.770071264906548,0.1953712183707544
28,0.587483729033392,0.2342172546875451,0.4697904554612192
75,0.3768346234784231,0.3011650411368294,0.5333878033068056
127,0.7396190628213474,0.3472324138937041,0.2921832004120518
159,0.7978757094905543,0.2126775034603908,0.4099183641350005
270,0.2198658202676304,0.6216085773801237,0.2782616806685949
302,0.3272280965171871,0.3107088016007825,0.5336682960166245
339,0.8194698279850708,0.1288857361000445,0.4931737701904144
479,0.193957275002031,0.7196104256377998,0.2871143509265481
533,0.2923796666264481,0.4067925267498358,0.3165589579555771
618,0.2331901373338932,0.7702846760857788,0.2774827081223847
629,1.0,0.1152591826015992,0.5148766341083117
647,0.1772888310925936,0.5582243884542187,0.5005424682226597
694,0.5140533833754145,0.0643414649235761,0.8157519085382676
729,0.3406674683625649,0.2340577598386528,0.7847774083703724
817,0.505284972221769,0.4527045806733154,0.2888022686779837
837,0.4144733419398186,0.1927353687921277,0.5688996601041317
846,0.2359756446559831,0.5363698389758661,0.4351563173374252
867,0.2550009357871671,0.4630676920961202,0.3508665622878387
891,0.1551526229026675,0.342858663202005,0.7240128667686572
909,0.3326847313656948,0.2736732084573394,0.7542417197281789
1077,0.6496625101606038,0.3478177093794561,0.2227613343189823
1081,0.2334188069988725,0.5387809787296051,0.4739705757107708
1168,0.3561546197656138,0.3412057986685355,0.5060823340588614
1175,0.1530356954482498,0.5322594581163703,0.5123101183646617
1238,0.2051932138226135,0.3817848119269233,0.4997832331371641
1282,0.133854558756107,0.4034210177807764,0.8214453381555679
1507,0.7961998611573282,0.2134044022998077,0.3838062307941001
1510,0.6217851403504955,0.2333004202808717,0.3684941534322689
1613,0.4385198295855489,0.161300736798563,0.6639303629745277
1620,0.7299966520931122,0.1606195988130294,0.4960513218984438
1637,0.1834839790455399,0.8699470853431804,0.2311408865343273
1659,0.314533038849114,0.2837548316128051,0.748927975004844
1662,0.7053706789453361,0.1517173081542613,0.5452213631922105
1691,0.1203282353040439,0.5638451798593506,0.5817631406871269
1721,0.2355955041165703,0.6957605639662733,0.2166429590364514
1780,0.5655140419105951,0.4390149185575127,0.1839235429939725
1814,0.8231230185644413,0.2263348676439052,0.3538519646966213
1890,0.3620247342510037,0.6633205097046598,0.2169955360091787
1916,0.2129580098033182,0.4386949991646877,0.4978202824304842
1951,0.1515441068637461,0.401247842047414,0.6729745430371049
