id,population,total_rooms
1,0.008940833543541018,0.9776692608983163
2,0.06721040387903249,0.819497431201994
3,0.013817651840017937,0.9627397120911542
4,0.015555368704279829,0.9676484053105447
5,0.015751562543793268,0.9586703291113485
6,0.01149135345721573,0.9766773487969886
7,0.030578211272737466,0.9355765807009512
8,0.03234395582835842,0.9211048374790173
9,0.03371731270495249,0.9350679078284755
10,0.043386866223829146,0.9097868660664327
11,0.02542111606266992,0.9440459840276718
12,0.04206956472995319,0.9109568136731268
13,0.030690322038173717,0.9366956610203978
14,0.009585470444799462,0.9823490513250929
15,0.033885478853106867,0.9328297471895823
16,0.019451217803189553,0.9715651864286078
17,0.022141876173659574,0.9500483239228852
18,0.018077860926595475,0.968818352917239
19,0.02766333137139494,0.9431049392135917
20,0.01925502396367611,0.9618241009206979
21,0.011379242691779479,0.9809502009257847
22,0.02595364219849211,0.9583651253878631
23,0.028364023655371506,0.938094511419706
24,0.023823537655203342,0.9571188768502976
25,0.028111774433139943,0.9434864438679486
26,0.008800695086745705,0.9864438679485223
27,0.016928725580873903,0.9713108499923699
28,0.030802432803609968,0.9517778116893026
29,0.03161523585302279,0.9470980212625261
30,0.0109868550127526,0.9815097410855079
31,0.024103814568793968,0.9513200061040745
32,0.03265226043330811,0.9452922325652373
33,0.0286723282603212,0.9511674042423317
34,0.02104879621065613,0.9579581870898825
35,0.03517475265562375,0.9322702070298591
36,0.015891701000588582,0.9691489902843481
37,0.02757924829731775,0.9543211760516812
38,0.025168866840438352,0.9616206317717076
39,0.01922699627231705,0.9626634111602829
40,0.03851004792735222,0.9381962459942012
41,0.026430112951596176,0.9577038506536446
42,0.014406233358558255,0.9762449768553842
43,0.012864710333809804,0.9819166793834885
44,0.013004848790605117,0.9758889058446513
45,0.01841419322290423,0.963350119538125
46,0.02003979932172987,0.9579327534462587
47,0.01718097480310547,0.9714380182104888
48,0.015555368704279829,0.9744391881580955
49,0.011771630370806356,0.9841802736660054
50,0.01953530087726674,0.9759906404191464
51,0.020516270074833937,0.9772623226003357
52,0.029653297457888392,0.9525408209980162
53,0.054822164298326745,0.9181291011750343
54,0.03248409428515373,0.9585940281804771
55,0.0195633285686258,0.9702935042474184
56,0.016059867148742957,0.9760160740627702
57,0.017349140951259844,0.9685640164810011
58,0.020320076235320495,0.9621801719314309
59,0.03001765744555621,0.964774403581057
60,0.0025505199136747108,0.9960323515946895
61,0.015443257938843578,0.971539752784984
62,0.0023262983828022084,0.9966173253980365
63,0.01048235656828947,0.9807212981331705
64,0.014518344123994506,0.9689200874917341
65,0.010902771938675412,0.9789918103667531
66,0.016844642506796716,0.9743628872272242
67,0.022001737716864263,0.9630449158146396
68,0.013705541074581686,0.9739305152856198
69,0.007595504358306007,0.9855028231344423
70,0.05101039827349421,0.9288112314970243
71,0.010902771938675412,0.9805178289841803
72,0.016228033296897336,0.9762704104990081
73,0.015611424086997954,0.9785848720687725
74,0.0004204153703859413,0.9997456635637622
75,0.00804394742005101,0.9788137748613867
76,0.021273017741528632,0.9685894501246248
77,0.034558143445724374,0.9259372297675365
78,0.020123882395807056,0.9693524594333385
79,0.029457103618374954,0.9556691591637418
80,0.0095574427534404,0.9826542550485783
