,x1,x2
1,0.3107169244160143,0.3154647794026752
2,0.4322157162667252,0.5625236781465979
3,0.542148918953772,0.4748944055848194
4,0.6756875398893635,0.6422761385905194
5,0.5326777783064081,0.4643597060052806
6,0.5661239943154746,0.34135883710707965
7,0.547192247741702,0.5160106589592606
8,0.6103811075234328,0.6399920296426207
9,0.5622689970593521,0.4032639730843122
10,0.57749496900308,0.5137378320172922
11,0.45126784845672024,0.5596676071600897
12,0.2511421725694161,0.4064184019157055
13,0.4735464160223559,0.48233946139371203
14,0.5936080303159438,0.5930141898502973
15,0.37481587566827784,0.3912408782942926
16,0.0875536081425511,0.18108300537225225
17,0.4780480694361699,0.531120792640934
18,0.4034500826804077,0.23259144002426732
19,0.5099738296740484,0.536606576994406
20,0.4833958601899243,0.37364259345554623
21,0.575503422968376,0.4586310339376979
22,0.48841693786561563,0.4496994666864411
23,0.6309989616310445,0.664789711771954
24,0.5555933790685582,0.46842221613973273
25,0.2657856517177347,0.3944956216152359
26,0.5046169912869172,0.34890501978151045
27,0.574682188658968,0.5077636913861623
28,0.6242050975754244,0.6535137769452882
29,0.5649639665000825,0.40677585188339455
30,0.47538078517105603,0.460646601105686
31,0.4856412334666244,0.5772722975599721
32,0.6145465286473403,0.604243619301105
33,0.43240376302711087,0.3359508131435008
34,0.4365200450729991,0.5091333786435042
35,0.355866999282913,0.3139125416871558
36,0.5206252526652707,0.34647445591556897
37,0.5899127838947222,0.6294506362292511
38,0.5192901549996699,0.5744480531751437
39,0.349966303753179,0.44084739594145567
40,0.4283709827894702,0.3798488046365965
41,0.7772807893430848,0.7124638250277636
42,0.6512689555747231,0.5355654854134989
43,0.593190653493555,0.5397698950910966
44,0.5808723278429979,0.5777994347122596
45,0.6451007187689367,0.6660725176166536
46,0.44847941533999325,0.33547311319218664
47,0.3876629847598077,0.4394124292066596
48,0.5540083478343885,0.5012106827750522
49,0.4392369530824432,0.4357900974722195
50,0.8670461010887051,0.7944538662358815
51,0.30342376785622616,0.3961873336312383
52,0.4940619805100806,0.4971157625863271
53,0.5311923555501284,0.5683038638839458
54,0.5747234844258814,0.7475548786803302
55,0.850396935625418,0.6208939442281
56,0.5496737197509004,0.6124175492559054
57,0.6250650047440974,0.6334289559284662
58,0.6146966727973876,0.5376470945784707
59,0.7335143792314301,0.4837405239268486
60,0.7324732721455841,0.7167042324372429
61,0.6951174904248126,0.6681780147919749
62,0.45341335834224783,0.5836476607975783
63,0.5165074026907562,0.49854783417122056
64,0.43785868957011254,0.4899884465594833
65,0.5050037575831496,0.5578237498120403
66,0.5135991531706874,0.45238354580342005
67,0.22473254656197514,0.3083789679343684
68,0.5444312823204548,0.6499687656992412
69,0.7586720411210829,0.6101547197232327
70,0.4401263086173945,0.44359199810536193
71,0.5152178617939713,0.6010314171009353
72,0.6814336224370471,0.594131405680526
73,0.5353040320648473,0.5728449106942624
74,0.44937731602285824,0.4206068699213016
75,0.6153696462215212,0.5350800557335845
76,0.46517329534962065,0.40320094294604286
77,0.7645542435125676,0.6395734888669842
78,0.43275515317063923,0.5062619976018409
79,0.5738534694650776,0.5593085324216722
80,0.7158207426974045,0.5358139441064023
81,0.3264437023906267,0.38788739767507485
82,0.5459442344829916,0.5196805608382452
83,0.626692301937349,0.6189611178648775
84,0.1703783548312402,0.26278083759812637
85,0.44390134425730665,0.49303278442074405
86,0.6026775598464152,0.5510862656165684
87,0.3125235114884283,0.4295495620301611
88,0.35963909976917147,0.3919240519346331
89,0.4910641223479535,0.5222282515933409
90,0.4268420144090597,0.4092151560462531
91,0.5078575075150844,0.5059058556421333
92,0.4463999688689475,0.4355351548967609
93,0.339938299319202,0.26621108530861853
94,0.5751918356775215,0.3976228296190533
95,0.5052286641225296,0.5045066545797886
96,0.40576901561320156,0.2968688089737231
97,0.5563451614926758,0.5534773480114602
98,0.3237116459855155,0.25881589498970486
99,0.2825029525656605,0.20313424571110103
100,0.4289977344264724,0.32536469322159695
101,0.317995840003678,0.40280754682877484
102,0.4404703373140815,0.31304169593561026
103,0.4320544211560463,0.4304982634729032
104,0.5802893056251278,0.5777101407347072
105,0.5785322169310091,0.46128156051601765
106,0.49586407578927855,0.41287218894178795
107,0.37654996834542387,0.2659852334996224
108,0.46382031867183415,0.47354582502491926
109,0.407731747643728,0.4169625909696905
110,0.7077788889344678,0.5805235674365739
111,0.5699981709203205,0.5911350549377223
112,0.5320542149311892,0.49163029252699386
113,0.4068652113902493,0.3529590315205077
114,0.40440560443954043,0.40249297754578306
115,0.6448293972171978,0.3725324639592881
116,0.46141075641834384,0.49049014800560353
117,0.5541033594909155,0.5980170747953408
118,0.6432692484026343,0.542568116447959
119,0.6012786266329863,0.5008879459720446
120,0.520328901821997,0.41276559049462125
121,0.6473751355991804,0.6555366657996815
122,0.5033484173711411,0.44005544776390665
123,0.6655155083985722,0.5618458544887652
124,0.5481958675466994,0.6014686211766561
125,0.7217977324725416,0.8198905249512749
126,0.6881646603071958,0.5944074267446353
127,0.5028868351100887,0.33174610188905107
128,0.6148424823387678,0.570720385678726
129,0.31351415933962923,0.37472252555934016
130,0.49812979715059774,0.4878858643407517
131,0.319549546454473,0.3235534242653933
132,0.6901660725836724,0.6375431229473036
133,0.3844516911040302,0.25957212417329617
134,0.5294156236890966,0.47359589569165556
135,0.6253062473456587,0.5543798388836895
136,0.3009209444230174,0.2724964736992455
137,0.7564194378840722,0.5761730617846631
138,0.504788132654851,0.3945368827192756
139,0.653348069885261,0.64139061853296
140,0.32239763532628274,0.38545996391413906
141,0.5481411713843527,0.6028292870268963
142,0.5343385252416454,0.4280756146238215
143,0.47587204598735294,0.5473421449097878
144,0.3580035332872488,0.34721286669189494
145,0.6437039911831521,0.629918060383894
146,0.6263973632367907,0.5017263213157188
147,0.41850607068727685,0.41984290251521683
148,0.4380596674775982,0.48583995412428727
149,0.5159865073184351,0.584086391931928
150,0.5414013673085071,0.5157961311573817
151,0.32196685826775007,0.4696145157983181
152,0.26163847146074154,0.48039725479268924
153,0.6661923988090539,0.6260638425955357
154,0.37460044256992364,0.3146511374091398
155,0.36838258625850445,0.36768176168814076
156,0.5913730520611359,0.5382954624470216
157,0.4899652871960496,0.4214267102545866
158,0.690869899715461,0.5251508548058529
159,0.6445517005225229,0.6304420470097476
160,0.29186807359935735,0.36914478614496277
161,0.5730755910536524,0.4579391204763729
162,0.5598964422841698,0.4143509228346058
163,0.4263035645595217,0.45273335815929067
164,0.4560390570581122,0.359578284004876
165,0.6221227657449588,0.6307045185764562
166,0.636868868083064,0.7151114605627331
167,0.35894859020739867,0.36623507108776093
168,0.51876643125839,0.373066778022505
169,0.3391015525012759,0.3637410073566572
170,0.19763769082610724,0.22721248752489964
171,0.6571312986353407,0.7394242243849589
172,0.49149613893040556,0.4508055122094925
173,0.5668613501116703,0.4875622257576932
174,0.528072823250077,0.688051414311867
175,0.5444358979996903,0.3715623199337482
176,0.33128814378463134,0.2699690282657679
177,0.49481149846384476,0.5615400750818818
178,0.6122676069424828,0.4772573464198174
179,0.35328847711517275,0.32207533963552615
180,0.676392125224218,0.6664753555436275
181,0.3400042135496925,0.26272162921992753
182,0.30382642341473004,0.3210333747151817
183,0.5280988540104016,0.47930054505592423
184,0.6172935602270823,0.6216514529173925
185,0.36489578097263714,0.4305083721729786
186,0.39957291380584137,0.1840813027432249
