id,x1,x2,x3,pIndex,Volume,Relative Volume,Grid,Grid Denominator,Max Rank
341,0.0014679557097985,0.0014040870750577,0.0169530443271903,1,0.0,0.0,0.004,250,1
654,0.093437037780733,0.0076648445127984,0.0002843674681404,3,0.0,0.0,0.004,250,3
741,0.0093971941440977,0.0030378362860556,0.0008545444089707,1,0.0,0.0,0.004,250,1
932,0.0005555344461976,0.0036541926389068,0.012519444896222,1,0.0,0.0,0.004,250,1
1179,0.0048839187150948,0.0012564947149863,0.0089743462439223,1,0.0,0.0,0.004,250,1
1295,0.3132708861463321,0.1091787611671554,1.762686343025236e-05,>15,0.0,0.0,0.004,250,1
1358,0.0182413250596214,0.0012361071833673,0.0006768559865893,1,0.0,0.0,0.004,250,1
1388,0.0952796686518004,0.000118454543717,0.0441914638589688,2,0.0,0.0,0.004,250,2
1422,0.0626456862065407,6.261574558166112e-05,0.1361414213927489,1,0.0,0.0,0.004,250,1
2055,0.3557128695079414,2.968803077905148e-05,0.2078193612191116,>15,0.0,0.0,0.004,250,1
2195,0.0041537082001422,0.0439242156016443,0.0033471880446209,>15,0.0,0.0,0.004,250,9
2401,0.0358924180296087,6.70185864451078e-05,0.1627034085774658,1,0.0,0.0,0.004,250,1
2737,0.0010867661390735,0.0002002913555798,0.0351358377115856,1,2e-05,2.0004000800160035e-05,0.004,250,1
2904,0.0023261329517165,0.0012799032493447,0.0281884120441711,>15,0.0,0.0,0.004,250,4
2931,0.0257735095812798,0.0006279768374682,0.0072902555423192,2,0.0,0.0,0.004,250,2
2942,0.0006847663554974,0.077307337555658,0.0057082178365219,1,0.0,0.0,0.004,250,1
2960,0.1478927739504757,0.0015270988438826,0.0005121506527339,3,0.0,0.0,0.004,250,2
3017,0.0013728681647778,0.0335582050102072,0.0100133617015531,>15,0.0,0.0,0.004,250,7
3667,0.0005167848939902,0.0657569403483076,0.0102246196513941,2,0.0,0.0,0.004,250,3
3673,0.0139929681733989,0.0090727341175101,0.0001032431953553,1,0.0,0.0,0.004,250,1
3765,0.0090965887410441,0.0696211169156532,0.0001711263145654,2,0.0,0.0,0.004,250,2
3819,0.0001320714246584,0.0002494229394929,0.0548995355330219,1,0.0,0.0,0.004,250,1
3903,0.0002748718279064,0.0112135936115136,0.0409038013769722,3,0.0,0.0,0.004,250,3
3927,0.0003233091465961,0.2626648172214798,0.0002239889477143,1,0.0,0.0,0.004,250,1
4413,0.1561560786564858,0.000401886390484,0.0015174803946719,>15,0.0,0.0,0.004,250,2
4430,0.0027633613525676,0.0409888625834779,0.0039743860227867,>15,0.0,0.0,0.004149377593360996,241,6
4672,0.0123038863519903,0.0363543817045998,0.0002184309189062,>15,0.0,0.0,0.004,250,3
4869,0.0017350670083821,0.0525562211068798,0.0025821376125643,2,0.0,0.0,0.004,250,2
4968,6.764014913874702e-05,0.1260733551697867,0.0166874300732497,1,0.0,0.0,0.004,250,1
5160,0.0061678970682789,0.0039454044163732,0.0031378132020172,1,0.0,0.0,0.0047169811320754715,212,1
5218,0.2385190821910701,0.0332978896290985,1.915319604056245e-05,>15,0.0,0.0,0.004,250,1
5406,0.0008128859552438,0.0025455734330021,0.0118140445438803,1,0.0,0.0,0.0041841004184100415,239,1
6027,0.0009631630880846,0.0725043514653369,0.0013896658333423,1,0.0,0.0,0.004,250,1
6088,0.1609417166796956,0.001827299004469,0.0001200281069402,1,0.0,0.0,0.004,250,1
6465,0.0037698580963993,0.0001596982625732,0.1438197482963322,1,0.0,0.0,0.004,250,1
6500,6.652852735699157e-05,0.4391623060598815,0.1125410385742895,11,0.0,0.0,0.004,250,1
6979,0.0020696127013287,0.0025025015218074,0.0113768985493884,3,0.0,0.0,0.004,250,2
7437,0.0299853918565512,0.0003208789508368,0.0015192146696637,1,0.0,0.0,0.004,250,1
7580,0.0800498386398883,0.0001534772866102,0.007145144982706,1,0.0,0.0,0.004,250,1
7742,0.0324129738744962,0.0001785077730667,0.0473327597131138,2,0.0,0.0,0.004,250,2
7744,0.0005750924094633,0.0022807774836876,0.0360494715816233,2,0.0,0.0,0.004,250,2
7751,0.0004091365744777,0.0551286512140574,0.0139989066927638,2,0.0,0.0,0.004,250,3
7763,0.0859038355474179,0.0001354790771578,0.114621604213436,>15,0.0,0.0,0.004,250,7
7857,0.0132889484633903,0.0011477101015729,0.0311991811395573,>15,0.0,0.0,0.004,250,10
7975,0.0012569588962909,0.038164496230362,0.0043683930189888,1,0.0,0.0,0.004,250,1
8145,0.1553403944290744,4.450632626477573e-05,0.0501604378369756,1,0.0,0.0,0.004,250,1
8482,0.002168656501513,0.1066265630415592,0.000873126951456,2,0.0,0.0,0.004,250,2
8871,0.0038228900179649,0.0458505607457287,0.0020110270891809,5,0.0,0.0,0.004,250,4
9021,0.0006747135314708,0.0123768275465188,0.0100495505552111,1,0.0,0.0,0.004,250,1
9220,0.0623166194459483,0.0145589464683715,2.546737429689493e-05,1,0.0,0.0,0.004,250,1
9253,6.851618180023347e-05,0.0268093447113411,0.1473569327755803,1,0.0,0.0,0.004,250,1
9456,0.003557441295158,0.1797598631193656,0.0006624178782337,4,0.0,0.0,0.004,250,3
9457,0.015963719021786,0.0324346960020154,2.821232312379804e-05,1,0.0,0.0,0.004,250,1
9510,0.0043289056382429,0.0090327877091404,0.0002929507715581,1,0.0,0.0,0.004,250,1
9537,0.0033015452058812,0.0013327900350929,0.0128137680749097,2,0.0,0.0,0.004,250,2
