id,x1,x2,x3,pIndex,Volume,Relative Volume,Grid,Grid Denominator,Max Rank
169,0.0696407386743754,0.0003911693579451,0.2041766280108399,1,0.0003,0.0003011322572874006,0.004,250,1
270,0.0852075498455073,1.6932466292085557e-05,0.5557589876501888,1,2e-05,2.0075483819160042e-05,0.004,250,1
284,0.0010246696149226,0.0255587313918481,0.3590180726417037,1,0.0,0.0,0.004,250,1
487,0.7739553671798568,0.4041238864962686,0.0004686410555951,>15,0.0,0.0,0.004,250,3
519,0.0605031519535075,0.2273568980014187,0.0008102763046989,1,0.00048,0.000481811611659841,0.005154639175257732,194,1
598,0.5710928667332695,0.4207602987454144,1.5356902958729712e-05,1,6e-05,6.0226451457480126e-05,0.004,250,1
1055,0.0272189608809688,0.0696599250940454,0.0625243218195328,>15,0.0,0.0,0.004310344827586207,232,6
1179,0.0821432707066089,0.1793699232898056,0.002577939823368,3,0.0,0.0,0.005154639175257732,194,2
1342,0.0050880428321646,0.1489236476650498,0.0605193960668887,2,0.0,0.0,0.004,250,4
1602,0.0076111000976875,0.1347486758954962,0.0051292832397117,1,0.00024,0.0002409058058299205,0.024390243902439025,41,1
2045,0.0002707661393269,0.1759973808708478,0.7378211584486887,1,0.0001,0.00010037741909580021,0.004,250,1
2237,0.0300790137586265,0.0257027666831171,0.0199171926481436,1,0.00016,0.00016060387055328034,0.07142857142857142,14,1
2260,0.0008222277792871,0.7223155272683627,0.2590871402213277,4,0.0,0.0,0.004,250,4
2575,0.0471672122998492,0.3065893521953383,0.0035859483325664,4,0.0,0.0,0.005154639175257732,194,4
2598,0.0008581312559872,0.0368304370484845,0.4091055892494831,1,4e-05,4.0150967638320084e-05,0.004,250,1
2842,0.1045323995958877,0.1546798510754652,0.0022154902719342,2,2e-05,2.0075483819160042e-05,0.0041841004184100415,239,2
3023,0.0035252041525695,0.1199936075422756,0.0750965826299243,2,2e-05,2.0075483819160042e-05,0.0053475935828877,187,2
3024,0.0038982098558553,0.0448910130436069,0.080166505866521,1,2e-05,2.0075483819160042e-05,0.006289308176100629,159,1
3245,0.0875047368373767,0.0302404816038264,0.0041766026803576,1,0.00036,0.00036135870874488076,0.02,50,1
3293,0.1961295657457145,0.0135881256258335,0.0102371961442422,1,2e-05,2.0075483819160042e-05,0.02631578947368421,38,1
3445,0.0069497217279915,0.3772101847448464,0.0037891477440246,1,8e-05,8.030193527664017e-05,0.005154639175257732,194,1
3508,0.0512615565567521,0.5146921970123026,0.0031468809088724,4,0.0,0.0,0.004,250,4
3598,0.1472876591894634,0.0015905039554484,0.0260057055876861,1,0.0001,0.00010037741909580021,0.01282051282051282,78,1
3601,0.0066630527122368,0.572727199193943,0.0153314200823979,6,0.0,0.0,0.004,250,4
3760,0.0238552115809322,0.0783319979588172,0.0217597664702275,2,0.0,0.0,0.007575757575757576,132,2
3762,0.0012354893762914,0.5214332348887374,0.0196937919605817,1,0.00018,0.00018067935437244038,0.006993006993006993,143,1
4948,0.4056537399698948,0.5744358928931237,0.0006408514079595,>15,0.0,0.0,0.004,250,4
4961,0.1143687172017577,0.0229226899480785,0.0648060395177929,>15,0.0,0.0,0.004,250,10
5110,0.9266841397042942,0.0007274051950492,0.1185335029014392,1,0.0,0.0,0.004,250,1
5310,0.0002489243102834,0.999433444594559,0.2048473173350562,1,0.0,0.0,0.004,250,1
5523,0.0536691857144797,0.0082643088148817,0.0763509641369148,2,4e-05,4.0150967638320084e-05,0.02631578947368421,38,2
5525,0.2382507446624923,0.6030918799342417,9.463447525137614e-05,1,0.00012,0.00012045290291496025,0.004,250,1
5868,0.6761877355242889,0.3544354028741669,0.0005533611434511,3,0.0,0.0,0.004,250,2
6112,0.0008409415065748,0.8765987176153794,0.0485476062114904,1,0.0,0.0,0.004,250,1
6901,0.0005550091962628,0.6216119075288404,0.3053292855344727,2,4e-05,4.0150967638320084e-05,0.004,250,2
6949,0.2330852314983235,8.478921853605215e-05,0.4792325912342641,1,0.0,0.0,0.004,250,1
6999,0.2042567039581909,0.0993940744390617,0.0037444561359931,3,0.0,0.0,0.0041841004184100415,239,3
7058,0.0020089970344057,0.0020603568318152,0.1349489065974655,1,0.00146,0.001465510318798683,0.030303030303030304,33,1
7318,0.1153759015847429,0.0070253813582229,0.0381565416399755,2,0.0,0.0,0.02631578947368421,38,2
7326,0.047005274542896,0.0017076463436873,0.6240577648259946,3,0.0,0.0,0.004,250,3
9372,0.2829539809553796,0.0024027663317895,0.0165107753905453,1,2e-05,2.0075483819160042e-05,0.013157894736842105,76,1
9936,0.0062621771642825,0.0464948139963867,0.0706639967863312,1,0.0,0.0,0.011494252873563218,87,1
