,x1,x2,x3
1,0.5391800329904055,0.3905028440521758,0.5625365367580956
2,0.5623818618976361,0.37247749555554444,0.5467516604327757
3,0.738199498719774,0.46176506080881546,0.43449928880676736
4,0.4470031148937747,0.6952312023670126,0.4055929257508021
5,0.6087036717066159,0.5103241798669547,0.4710607693829102
6,0.3640604862409713,0.5267563470375919,0.6573975337478418
7,0.3842630182267427,0.5802009056365959,0.8089723935151409
8,0.445714864800344,0.39732345451095274,0.5764488588915199
9,0.7311544277653536,0.350305822834983,0.6273865645103586
10,0.5648273571427799,0.20342808287215214,0.7531155229599965
11,0.3194101336658937,0.6111546709878608,0.4249148419563448
12,0.6200288778944212,0.31085618679773735,0.5591380011413605
13,0.4702731190753078,0.40915796421431644,0.5388749223679722
14,0.6278954817194351,0.30399424841581507,0.5724277611443411
15,0.40991057860520397,0.33117472974354384,0.7470628847615643
16,0.5326271805188223,0.35950053558692857,0.7069357801823206
17,0.3909247676249463,0.5729298196332546,0.48014629296287653
18,0.5855636024437016,0.44927589335837353,0.6542976133557711
19,0.5677609987689913,0.5352063740745918,0.6115070908640847
20,0.4753684771493598,0.5657585713742965,0.5687502299329749
21,0.7188020239950298,0.31541567753769284,0.37691486151303105
22,0.6030906032603808,0.6270795374675194,0.369041285170258
23,0.5632168555381741,0.6358197061050276,0.42489810125607363
24,0.3434192435288973,0.4457114687611334,0.6869378876867683
25,0.5471455196400453,0.5548330756027454,0.6715522587173649
26,0.6507817242483745,0.4764798335901471,0.4886862803317442
27,0.6596437701270571,0.37349646277110893,0.6069322654140585
28,0.3991024857680101,0.7479266293885581,0.5011772610181393
29,0.5201578745666839,0.5487924875126646,0.4229017986855974
30,0.6993957181199697,0.5560123758684148,0.4261463476515854
31,0.4507769528922411,0.5114156954903623,0.5711438112592486
32,0.41497113522474166,0.5102155894145648,0.593700121147149
33,0.5524471889534572,0.44959437125142876,0.4397410516788467
34,0.5107081781597391,0.6129175488985126,0.4741636340448774
35,0.6122638439324004,0.5594871202256275,0.6176407467826573
36,0.5012622316446874,0.4102562294016401,0.7832561904639548
37,0.7509592328620046,0.4792756241187354,0.29561022489376887
38,0.5103966611124794,0.4244675492726804,0.6673983756250705
39,0.34395273030924184,0.6793636262205187,0.4067648590339211
40,0.28351913614071117,0.6818820690009638,0.5725756408634822
41,0.3653775564585165,0.6342097870367985,0.6083012496418347
42,0.5258278206034499,0.47269506309626663,0.5743330229513324
43,0.16483607951009532,0.7454275363786648,0.5393999112972917
44,0.5847955213401459,0.31793421998072485,0.5816276951273374
45,0.5151607062519102,0.4940814967844944,0.6726930236891363
46,0.6147105047826387,0.4563757022503248,0.4607895863471808
47,0.48472563184511924,0.4949958386425683,0.5316889032904725
48,0.2970050198397319,0.7457312427389163,0.48575464851548933
49,0.6768634431786241,0.5086966253654411,0.44830047733165135
50,0.28266654803340513,0.6268890415033589,0.5485526435674746
51,0.5059266237356295,0.5462047391089982,0.47821741898259423
52,0.43128079548803494,0.604012191441079,0.5294691979277967
53,0.3906065608824593,0.5021681814558677,0.6189916297522157
54,0.7622999499520628,0.4843058682954729,0.417280327610823
55,0.7476568677676491,0.5695093080872232,0.6633853217754745
56,0.5187620542851019,0.41534169577445607,0.5006470333114604
57,0.2184006357013596,0.7858453654354132,0.36925297877198754
58,0.639733509999525,0.5885278465517844,0.3210958032067918
59,0.2995627893600187,0.7276955635560561,0.6014432223499901
60,0.4546573390467971,0.5104119787643931,0.5852564180046163
61,0.6207495156731239,0.26400441860692625,0.8800589013968618
62,0.41349165856183606,0.44612760657463923,0.5024612528476451
63,0.556700824263115,0.5224062071450236,0.5054580324930178
64,0.5330318000444991,0.4756730390151319,0.5353936553248057
65,0.5197210009342472,0.490079698597921,0.4776598819469021
66,0.4360518991483284,0.7547122671884483,0.3950503597071866
67,0.3195142773309523,0.6098525408200488,0.5163670436175244
68,0.49059751539326923,0.4868800199273491,0.511439990594996
69,0.6663126609114227,0.45097533379940274,0.4519296368357565
70,0.6266780538738546,0.5055262174542673,0.5537766186317108
71,0.6585160588564207,0.33336689862079827,0.5671159429716783
72,0.3687011427174358,0.6192994434488059,0.524725867590043
73,0.47762080323525974,0.5215377005731974,0.6982976872066925
74,0.4937237458328811,0.6420019100175021,0.35923396957971937
75,0.5274050152717283,0.5413830216213825,0.4066002034824466
76,0.6751971459966274,0.40623440061072585,0.6232017618449908
77,0.36300390604076693,0.5474875813644173,0.3104663590245265
78,0.7806520712304892,0.43123132817260557,0.5040172166027719
79,0.4804989570376534,0.5948715047483006,0.4090151802614749
80,0.5279835321273709,0.725664719223887,0.579656087295291
81,0.5681183365699227,0.5175127890752573,0.5377447901057258
82,0.549857346585545,0.4031711335947853,0.6139811169219054
83,0.522914328849994,0.44842348472603094,0.6733419762465577
84,0.49559693272179767,0.5229119379480234,0.5397284754871949
85,0.49932465817080085,0.4782047372256638,0.511108210765723
86,0.7160041786981812,0.23256759373141067,0.5729641528105172
87,0.654702991631981,0.5159747986528835,0.40143266041268677
88,0.5919493289411566,0.6390260339804616,0.23421054040682657
89,0.3282068821873882,0.7180844777190115,0.44194701405941184
90,0.4527483038211254,0.5176801395038728,0.48793534040114794
91,0.7859236815003783,0.45005724418228443,0.31824076619070724
92,0.19244082037699436,0.7897239557558492,0.5580708493475345
93,0.49466569132410065,0.5793964006623639,0.44033119619238437
94,0.5443815303828597,0.39351767903661516,0.7238438505002227
95,0.5074462473164446,0.35599183938107837,0.7687064998889245
96,0.6702253118467829,0.36157748443849047,0.6618730519971369
97,0.5875202110066938,0.49555260727324046,0.4103283911921954
98,0.5496714429517401,0.6332989196360741,0.2792457515423694
99,0.6682878817409503,0.6596311447989894,0.3383704449996415
100,0.5712721132762628,0.5812766762050388,0.3721744827017513
101,0.5964484901114936,0.42305405054263334,0.4995054610376925
102,0.45538858460534304,0.47172420468201015,0.566561731749421
103,0.5541089392129878,0.4516415980500696,0.5602196928826437
104,0.41954614160320597,0.631062038569335,0.7293784377429784
105,0.44451145515288576,0.7061208119705701,0.4155752560020532
106,0.5479758502580995,0.33766240907613926,0.6674131286485786
107,0.5510027295219388,0.7111837835192638,0.24249256398602814
108,0.4380118887901566,0.39865667154756984,0.6820075951076765
109,0.5546056643177734,0.3154968808809393,0.5856755428568133
110,0.39969582363310885,0.650605717142999,0.3014170861304629
111,0.3031921092647299,0.597947679040211,0.5749773169058859
112,0.32166871342768705,0.6851062943211315,0.4825706858155696
113,0.5972049880171771,0.5288267443611245,0.4373025754111338
114,0.5119160573160352,0.5366849100146294,0.5988966015798356
115,0.5665893654159957,0.4994468993581848,0.5495750838992683
116,0.44986664807013427,0.6331167394226594,0.48284950741243643
117,0.6607729192765517,0.34109865147473056,0.6532401017029605
118,0.43995347989164246,0.4741300422839381,0.6766940498312405
119,0.36926719745543113,0.46161081165465107,0.6003720135839002
120,0.2733837814729007,0.7913423620807393,0.4691207416457759
121,0.5573942461273289,0.3334758344081998,0.6688733924724417
122,0.49539873527076145,0.7206171828389552,0.24254875748688276
123,0.678254880954422,0.4307857048823335,0.45578269692224604
124,0.3424249593920935,0.4268039034493519,0.6628459823611214
125,0.5491400549024255,0.5067322179305069,0.5834484879171468
126,0.279397805342356,0.5466612380873964,0.6539073118336618
127,0.4579988242839237,0.5731206139349975,0.5807945188268412
128,0.580017722713586,0.4954863840971911,0.44041923251288484
129,0.4498069456191354,0.5889927139386362,0.568832446894935
130,0.5957128337230891,0.6307014552837038,0.38931956475493323
131,0.34336925296672866,0.5579582183684679,0.5290457036434167
132,0.5795743790683427,0.4611556290349651,0.45140794916690186
133,0.3741302363824476,0.6746967346122892,0.3456795297078667
134,0.6146829398451773,0.6233604800209409,0.44884933177248726
135,0.6324025914316486,0.520790559354549,0.4529371566509253
136,0.524107215563497,0.6447666428982043,0.3936950168692209
137,0.3562419572729145,0.7016918502256572,0.39810000964180275
138,0.4843646458342574,0.41735698749814354,0.756236944086082
139,0.6587069955012266,0.3407783505087257,0.5824797360086363
140,0.422471697150806,0.3446761840815461,0.7249475147116966
141,0.39255126701317417,0.6727572160305548,0.44288869671782644
