id,intLeft,intRight
3,0.5657263739332815,0.5658405469574223
9,0.531116970970783,0.5463077412439581
9,0.5547979273658302,0.5570157422403879
25,0.4375718656700358,0.4473914370473486
28,0.8721125168520635,1.0
37,0.16848860234472188,0.34121611103684785
39,0.37803490969557824,0.4675763583569852
47,0.25197275744072417,0.5053539278775919
56,0.5772549796501317,0.5816504454016531
64,0.0,0.25197275744072417
66,0.4661350696401653,0.4674066314842073
66,0.4766095368326162,0.4810415684697042
71,0.48969977312179747,0.49537159573138684
75,0.6005146166256915,0.8721125168520635
76,0.5053539278775919,0.6005146166256915
78,0.4258313905706824,0.4396706714210886
80,0.564714585102481,0.577810540975492
95,0.5314801469397294,0.6044714436391067
100,0.40660662219234683,0.4514697724785246
