id,x1,x2,x3
119,0.4690828561000751,0.2290365668053575,0.2139205829204157
214,0.4065216634245034,0.0550300922779298,0.5212204185384433
313,0.1849259752635778,0.3333495425632904,0.4573116860614093
428,0.2533085500697305,0.350788188726306,0.2750208747076741
609,0.2365432037583183,0.2536443493291938,0.3545415322640378
652,0.2546923640125664,0.183075693251462,0.3554284355835753
829,0.5303025469153633,0.1504975401749171,0.3394864266212838
844,0.542494095644162,0.2999272534469718,0.2030951930745757
874,0.0842526296602708,0.4746689193518018,0.4868295497684407
950,0.2334612076192301,0.3815179463087395,0.286121714628909
1200,0.7763332716397058,0.4063868655858801,0.1025589351654981
1568,0.2734744603656195,0.7653437302461128,0.2018857332798105
1884,0.3096637332327326,0.1995803976885534,0.2173600582310446
2025,0.5889865812754318,0.0321919642100321,0.3126667214873858
2299,0.562870620276308,0.1562083655066996,0.3305278330326721
2338,0.298569873557075,0.4054942374786701,0.1910742926628357
2445,0.2128016518303792,0.2421902103234832,0.4986529202714809
2511,0.2027347175752043,0.337114533265169,0.3747414122712276
2545,0.4105348502750474,0.1851590437185678,0.2959881114281461
2704,0.2685949392475489,0.3302810073183261,0.247147251738199
2740,0.288426947263399,0.5658605973569967,0.1256475703292969
3046,0.5688095227277572,0.1438286531598905,0.28000686636506
3214,0.0,0.4630015313631773,0.6637698184613849
3494,0.4222151436432388,0.3989683126873163,0.1577004067993713
3899,0.0532268667036745,0.5061036226022816,0.2505019408207637
4000,0.3092362733037401,0.0811210804400441,0.445821597288998
4538,0.6065155802459391,0.3695102673338191,0.1577666675376777
4567,0.4462802098387798,0.3079512114693384,0.2113134196099863
4605,0.1169160327622474,0.3016146105008601,0.5293368665022092
4851,0.251002443056232,0.20273598358278,0.6239817908973412
4917,0.1164863866984621,0.4577674618348608,0.5375793377056419
5027,0.2913461398439665,0.2849124433042697,0.3272647831182937
5169,0.2089340186791375,0.5195215701793663,0.2198301523488411
5268,0.2806124152073095,0.3595626209766726,0.2192363532086954
5391,0.549957070313044,0.1874317774198337,0.2330909498830567
5591,0.5667816411137717,0.1312261755191735,0.3634727230846356
5639,0.1380825812202932,0.3411900447833818,0.3864822739573763
5728,0.2300875840326251,0.3230621245662277,0.4687922452085196
5865,0.2353578396758227,0.2639623794428907,0.4188391587200233
5953,0.3128264693224442,0.5250878703113402,0.1275505372611907
5958,0.3562303311999087,0.3530024548113739,0.2155463030141201
6117,0.207148130210524,0.3034747308462617,0.4992343697498866
6614,0.6383331776847339,0.4520392747014815,0.1108075401784511
6627,0.4757170891908966,0.5039532939164588,0.0
6647,0.6430551706770952,0.0,0.3098605758671638
6931,0.1115159293469954,0.2813137061512702,0.6016554550115055
6969,0.2094782426905091,0.3342314008542025,0.4212194749030644
7140,0.0870061180133803,0.3588198552289889,0.7448109090233224
7445,0.1257856877984412,0.4190121623574458,0.258041804728561
7832,0.3556596857016229,0.1194354148202911,0.4060713136755318
7879,0.5925237170050479,0.0933951165853444,0.2579846121264866
7991,0.2285553500033204,0.1802903013813404,0.7318808521919914
8117,0.0349484828841426,0.5159987883253927,0.4431691501681151
8222,0.2347286234794475,0.4556877080019402,0.2441187638211827
8316,0.4260926698552563,0.4847014445251601,0.1552727493015269
8387,0.4677785227612338,0.1575688141210344,0.2930862458451157
9231,0.3636883228855024,0.3534594994428409,0.1623963377416404
9257,0.2833788667922635,0.4127072018127887,0.1999003099985614
9282,0.4439115211932894,0.3928080485930423,0.1299041824179335
9443,0.293206897423146,0.3343514664939373,0.225341980326768
9609,0.2189273991087289,0.3983405532494878,0.3031548554923937
9978,0.0069296377128507,0.5015024533257147,0.5818296859564012
