id,x1,x2,x3
3,1.0,0.1664480433308074,0.2019390376081031
4,0.3427928212769389,0.2691369829664242,0.6903776756268882
8,0.1670198606265399,0.400242703997448,0.6950960793035869
9,0.3516419264113659,0.7516565669135464,0.1334834035019008
10,0.2751685165171838,0.6104356669746368,0.2161456024630975
13,0.3715004225004188,0.5678889650969647,0.2879013605834027
14,0.4527401508713812,0.2954563317505334,0.1768134594828057
15,0.4078873071081448,0.4362360335391615,0.4110326452649162
16,0.7689391536233704,0.2793992068889129,0.3010417455204618
20,0.6250466579996548,0.2722880427606231,0.3246815550380779
26,0.5749978895599442,0.3173461551012518,0.1665508969392966
28,0.4003991662181616,0.2049860505807586,0.580486469235708
29,0.086421574576606,0.7320140831117379,0.2983686665601051
30,0.281830142452752,0.3062291801858131,0.4867296591615331
31,0.3860417902026947,0.1380832758166262,0.6986808600525972
32,0.0,0.4600130702579949,0.4040447953191523
33,0.1086516168485394,0.407809560779269,0.5452614385603527
36,0.4507780212229391,0.2408425399811631,0.3629015458735243
44,0.6509308319693223,0.0540522875150295,0.8452452317741139
45,0.2440233694109719,0.6990722356291715,0.3729446616116332
54,0.5670563440099702,0.2336792664445595,0.5497069309557158
58,0.57438645732767,0.7678352268550854,0.0788265227815474
64,0.3236531686228616,0.1984566146310508,0.8023005961577974
67,0.8465200859690448,0.1821381126098773,0.3714639610271013
85,0.4267598743854797,0.535931756465874,0.3362143247327701
86,0.1650026177503897,0.70211120429789,0.2719396790335408
87,0.0769773136239744,0.7392564257727712,0.3135190602621082
95,0.1563550048337279,0.8620503700432226,0.0160218583693909
