id,shrinked_rating,latest_price
0,0.6971691541536605,0.02570093457943925
1,0.2638938962615056,0.013084112149532711
2,0.2671062614115711,0.014018691588785047
3,0.2671062614115711,0.017523364485981307
4,0.24865815252885914,0.02570093457943925
6,0.22533602583814727,0.01614485981308411
7,0.42550204304404615,0.01847196261682243
9,0.6136294881329529,0.04205607476635514
10,0.9940354693321458,0.048268691588785044
11,0.6825970345361383,0.05843224299065421
12,0.9586138815979032,0.06076869158878505
16,0.8282402500640749,0.018691588785046728
19,0.05834951638890784,0.09579439252336448
20,0.07646182427372383,0.10747663551401869
21,0.3015589469338984,0.18623831775700936
22,0.21523937558796336,0.1378504672897196
23,0.28883989534129484,0.008177570093457943
28,0.36314788115870456,0.04207710280373832
29,0.6888292178826075,0.04322429906542056
31,0.9516330707579459,0.037149532710280375
32,0.18639631171904414,0.02336448598130841
33,0.31645940335339795,0.0443107476635514
34,0.7161615547268889,0.07525700934579439
35,0.7674642342696568,0.04775467289719626
36,0.11507777512078643,0.056074766355140186
37,0.13142886587981772,0.0514018691588785
38,0.6241634247537415,0.04670560747663551
39,0.33913322146994185,0.06074766355140187
40,0.14062692289183754,0.05957943925233645
41,0.1526438331778729,0.05841121495327103
42,0.8855919180315881,0.09345794392523364
44,0.06519206821719115,0.07710280373831775
45,0.31600070160652693,0.056074766355140186
46,0.7025063262410451,0.055841121495327106
47,0.7816629838395304,0.05841121495327103
48,0.330874003430898,0.056074766355140186
49,0.9373479714895313,0.06542056074766354
50,0.13555431278046115,0.07476635514018691
51,0.2177652044135433,0.06074766355140187
52,0.9223077726163025,0.06658878504672897
53,0.1430125215414133,0.04439252336448598
54,0.14539783613317914,0.053738317757009345
55,0.29051143454324035,0.09345794392523364
56,0.8489111177285089,0.053738317757009345
57,0.18126871599991767,0.058294392523364484
58,0.180896191000968,0.05957943925233645
60,0.966742310368769,0.06076869158878505
61,0.8725518151460651,0.06775700934579439
62,0.8315814116713418,0.08411214953271028
63,0.12265877902854128,0.06425233644859812
64,0.3833686925738956,0.06542056074766354
65,0.13127583758725536,0.06542056074766354
67,0.8764859350431836,0.05724299065420561
68,0.5155268617376383,0.05841121495327103
69,0.7445139867015966,0.07242990654205607
72,0.17491901071286564,0.0722196261682243
73,0.6691257490861494,0.05841121495327103
76,0.7331476685738023,0.061238317757009345
77,0.9851546202296406,0.0630841121495327
79,0.06519206821719115,0.07946028037383178
80,0.7363174836201376,0.02336448598130841
81,0.5475028558895277,0.13553504672897196
82,0.3913665412908188,0.06074766355140187
83,0.20269022857875552,0.0654392523364486
87,0.9254683941186477,0.06076635514018692
88,0.06840335263982789,0.06658878504672897
89,0.9851546202296406,0.06542056074766354
91,0.17076583173310067,0.07099532710280373
94,0.9978436410712918,0.0630841121495327
95,0.7424349057376262,0.06074766355140187
97,0.6050692044392281,0.053738317757009345
100,0.21886074558275648,0.02219626168224299
101,0.6107406435383764,0.0940373831775701
102,0.15803679726473085,0.056074766355140186
103,0.42176817427671187,0.06775700934579439
104,0.1920299799599393,0.06775700934579439
105,0.46698557471773394,0.0514018691588785
106,0.1526438331778729,0.06775700934579439
107,0.7925085089291427,0.06775700934579439
108,0.9506844781606176,0.08878504672897196
109,0.38624830739718985,0.08177570093457943
110,0.7286068262582908,0.06775700934579439
111,0.9109080271640692,0.05841121495327103
112,0.4018746271803598,0.07476635514018691
113,0.1392037589036319,0.06658878504672897
114,0.21168755815388973,0.07004672897196261
115,0.10744529702580408,0.06074766355140187
116,0.8662228095382154,0.08177570093457943
117,0.7545344752820446,0.09579439252336448
118,0.48992021950236764,0.0630841121495327
120,0.31263715279023885,0.09579439252336448
121,0.09474573298307676,0.07242990654205607
122,0.5271740846169717,0.06369158878504673
124,0.573291268037376,0.06775700934579439
125,0.9215085349950198,0.10934579439252337
126,0.7580860036087518,0.07397196261682243
127,0.8176773451836147,0.06542056074766354
128,0.7335675288966818,0.07359813084112149
130,0.13874228682990908,0.06775700934579439
131,0.22244085293478566,0.07359813084112149
132,0.787482533887615,0.05796495327102804
135,0.12704583114329282,0.0794392523364486
136,0.07366683811621522,0.0630841121495327
137,0.09900818741689577,0.06775700934579439
138,0.9530578798818681,0.072196261682243
139,0.07366683811621522,0.06425233644859812
141,0.14008005070819085,0.08156542056074767
144,0.9413078306131591,0.10282476635514019
146,0.4575124495768381,0.0969626168224299
147,0.8228214208983565,0.0441588785046729
148,0.17662769682597013,0.0514018691588785
149,0.36915031340982163,0.06658878504672897
150,0.4019184485589915,0.06588785046728972
151,0.1806477526217155,0.05957943925233645
152,0.13318942597605177,0.06939252336448598
153,0.8883743291656893,0.0514018691588785
154,0.8757163179499898,0.06964953271028038
156,0.22152130209649334,0.04906542056074766
157,0.9109080271640692,0.05820093457943925
158,0.9006762326489776,0.06074766355140187
159,0.27639885390715313,0.06285046728971963
160,0.5997553511788627,0.053738317757009345
161,0.35956343247452716,0.06074766355140187
162,0.6529410481605664,0.06542056074766354
163,0.8914682244019808,0.07004672897196261
164,0.7659426408524964,0.0602803738317757
165,0.929286829702146,0.05046728971962617
166,0.24743627188128103,0.052570093457943924
167,0.18213176221916993,0.05841121495327103
168,0.7663125178036045,0.04672897196261682
169,0.38545008320928154,0.06871495327102804
170,0.24584606080763183,0.02570093457943925
171,0.190338426779732,0.06252336448598131
172,0.3318874290941538,0.0677803738317757
173,0.9416594068904907,0.056098130841121495
174,0.42356981136019745,0.056074766355140186
175,0.7387524280501945,0.08245093457943925
176,0.9573323072536346,0.05843224299065421
177,0.9834955605071946,0.06427570093457943
180,0.2517617737422081,0.017523364485981307
181,0.843103324347188,0.06422897196261683
182,0.961955667472076,0.04439252336448598
183,0.9073613459892382,0.057686915887850465
184,0.19881949685426092,0.02336448598130841
185,0.6925291402068771,0.0616822429906542
186,0.8333941125112394,0.04672897196261682
187,0.27448528490671986,0.015186915887850467
188,0.9373849795187241,0.06425233644859812
189,0.3771697896993146,0.07359813084112149
190,0.1713249693685781,0.07126168224299065
191,0.6917590615280617,0.06518691588785047
192,0.6668798159158129,0.06775700934579439
193,0.7567439618945037,0.0630841121495327
194,0.22404470726612757,0.08177570093457943
196,0.9312991958557328,0.07172897196261682
200,0.6802617330016911,0.06401869158878505
203,0.4738244618515356,0.06074766355140187
204,0.7009240748390827,0.07570093457943926
205,0.4885639374783727,0.011682242990654205
206,0.2858274000551333,0.009345794392523364
207,0.46073360227215276,0.029158878504672896
208,0.2999244416407211,0.03271028037383177
209,0.893872711447348,0.037404205607476634
210,0.6407459147404047,0.028037383177570093
211,0.4121966932381357,0.007009345794392523
212,0.757523780698901,0.02570093457943925
213,0.096809963696176,0.20093457943925233
214,0.058999259478778376,0.08644859813084112
215,1.0,0.24766355140186916
216,0.7870093504867588,0.18738317757009346
217,0.07803355517109456,0.21536682242990654
218,0.9434648270463548,0.1264018691588785
220,0.23235501317880747,0.09813084112149532
222,0.39479516814299165,0.1378504672897196
223,0.11409955628307666,0.07710280373831775
224,0.6646253662058272,0.2014018691588785
225,0.8327163092613641,0.0911214953271028
226,0.6863221369108263,0.18226401869158879
227,0.8228214208983565,0.0911214953271028
228,0.48107363626854105,0.14491121495327103
229,0.27351803958716236,0.08294392523364486
230,0.5664706630670664,0.20794392523364486
231,0.739753850040014,0.17027336448598132
232,0.8807908531368464,0.14719626168224298
235,0.6031170049833219,0.11448598130841121
236,0.9876920056874993,0.09813084112149532
237,0.9016397681641852,0.15889719626168225
240,0.8194900591520808,0.10630841121495327
242,0.9851708855210372,0.11217056074766354
243,0.5173829122114422,0.09579439252336448
244,0.4074903511727238,0.09345794392523364
245,0.32257984254630456,0.0911214953271028
246,0.4997454627601553,0.1261682242990654
247,0.05427030086189588,0.102803738317757
248,0.1539380043285581,0.11287383177570093
249,0.07718227031559821,0.0911214953271028
251,0.5883452525124913,0.08878504672897196
252,0.6802617330016911,0.11214953271028037
253,0.1444913109863325,0.08177570093457943
254,0.917548675871392,0.11682242990654206
255,0.8630583067342905,0.12149532710280374
256,0.1289519894800668,0.0794392523364486
257,0.452614628179555,0.0911214953271028
259,0.5520598984345557,0.13551401869158877
260,0.7827668042190212,0.0794392523364486
261,0.9506844781606176,0.07476635514018691
262,0.48650224091400607,0.08060747663551401
263,0.5918161262364167,0.1378504672897196
264,0.5792635678814682,0.14719626168224298
265,0.4540330230967369,0.17757009345794392
266,0.08631310951722371,0.10747663551401869
267,0.07459993052898839,0.12149532710280374
268,0.9416594068904907,0.13551401869158877
269,0.9813485420428527,0.1352803738317757
272,0.9588443495892255,0.09815186915887851
273,0.3416801534469345,0.13901869158878505
274,0.9234884645568338,0.1413551401869159
275,0.6529410481605664,0.1036214953271028
276,0.9531500508224992,0.09815186915887851
277,0.5468607236092948,0.1261682242990654
278,0.9115018639663927,0.10747663551401869
279,0.3150593918626189,0.16121495327102803
281,0.9671411972768267,0.13107476635514018
282,0.07718227031559821,0.10983411214953272
283,0.7315035704940481,0.08411214953271028
284,0.9457076740838568,0.0969626168224299
285,0.9769081174916,0.19626168224299065
286,0.10414558663562756,0.09579439252336448
287,0.7557002732235507,0.10747663551401869
288,0.6620516785034025,0.09345794392523364
289,0.8693873123421402,0.12385280373831775
290,0.8693873123421402,0.10981308411214953
291,0.12640899545440654,0.0794392523364486
292,0.9751189354379818,0.10749766355140188
295,0.8598938039303656,0.11682242990654206
299,0.9788111565849941,0.11682242990654206
303,0.7260841360830066,0.1191588785046729
304,0.3011997131157219,0.12266355140186916
306,0.6416389707065183,0.13317757009345793
307,0.3005526137669936,0.06658878504672897
310,0.8212886857929584,0.1542056074766355
311,0.17367104747744755,0.09941822429906542
312,0.9876920056874993,0.10747663551401869
313,0.7066997386995901,0.1191588785046729
314,0.9834955605071946,0.11051401869158879
315,0.9330974805036188,0.09579439252336448
316,0.8108838991603365,0.10747663551401869
317,0.9567701376673252,0.1658878504672897
318,0.7348294620239917,0.13670560747663552
319,0.7490896689870563,0.10747663551401869
320,0.7847077768334383,0.17289719626168223
321,0.12918802066349577,0.102803738317757
322,0.6257162674347241,0.12967289719626168
323,0.7025063262410451,0.12850467289719625
324,0.8725518151460651,0.14953271028037382
325,0.6530350673679227,0.21495327102803738
327,0.32001318328596684,0.0969626168224299
328,0.917548675871392,0.1308411214953271
329,0.9254683941186477,0.1658878504672897
330,0.8127786627225813,0.10747663551401869
332,0.9234884645568338,0.12149532710280374
333,0.566606161039872,0.1378504672897196
334,0.735780142488196,0.13341121495327102
336,0.9136601655608024,0.1542056074766355
337,0.4656089558079305,0.0969626168224299
338,0.41432209710868295,0.12266355140186916
339,0.7272855816779022,0.09207943925233644
340,0.7112263608437467,0.1413785046728972
342,0.7771203384316259,0.11214953271028037
343,0.776313700461998,0.3411214953271028
344,0.533670794290467,0.36939252336448597
346,0.13578843534099394,0.09929906542056074
348,0.6165993824756739,0.09813084112149532
350,0.9788111565849941,0.2161214953271028
351,0.9093435623719829,0.13317757009345793
352,0.47624437576041934,0.1191588785046729
354,0.9709306229033754,0.1191588785046729
355,0.1680650693101493,0.09579439252336448
356,0.6083585945697456,0.11425233644859813
358,0.8574308146308598,0.13272897196261682
359,0.9402906190951631,0.10747663551401869
361,0.7975344839706704,0.09813084112149532
362,0.7291253792387657,0.1378504672897196
363,0.9767942604518244,0.1191588785046729
365,0.8909412014091205,0.14719626168224298
366,0.18374052684311004,0.11450467289719626
367,0.7767016255924297,0.14953271028037382
368,0.4414766330695189,0.23598130841121495
370,0.8764859350431836,0.17523364485981308
372,0.21731358750986363,0.09579439252336448
373,0.7868733247916723,0.14018691588785046
375,0.14863073686066464,0.10983644859813084
376,0.7319486121324634,0.20093457943925233
377,0.9223077726163025,0.1261682242990654
378,0.5019834600640005,0.13273130841121494
379,0.7973170753810878,0.12149532710280374
380,0.8556218033581864,0.0927570093457944
382,0.9115018639663927,0.09158878504672897
383,0.7112263608437467,0.10516121495327103
390,0.23527322732143963,0.1306285046728972
392,0.9568484098153214,0.1455841121495327
394,0.844227413388734,0.13764018691588786
395,0.3607857714636802,0.14018691588785046
