id,intLeft,intRight
188,0.33453375912668953,0.38167331575603636
1016,0.44156305395504886,0.4662407507653244
1016,0.47138459294880075,0.4804703995876318
1929,0.29364071523258106,0.3623788778122516
1929,0.3840423518535171,0.3864420045882339
3882,0.42587546945504223,0.42705664595576004
5239,0.30093230753185735,0.3081985479609677
5451,0.46671304423649146,0.47123940062062136
5775,0.7734524247027618,0.9762750665498808
6005,0.6177191828335024,0.6763161703371579
6598,0.25939846340010664,0.3666442571214295
7148,0.446054628250307,0.5780944449277737
7198,0.5526899477989876,0.5774059864951316
7198,0.5855539465925337,0.589251338580489
7743,0.402925574387056,0.446054628250307
7837,0.5741455175168562,0.5987881648146018
8313,0.2471143663580586,0.26992098752881655
8739,0.4418603555838382,0.4437781678069558
8739,0.4543781463618861,0.45442847064868663
9658,0.4137555537490306,0.4567982089196497
11241,0.5406303966574071,0.5518277313184979
11256,0.0,0.25939846340010664
11298,0.2703708249043879,0.3040744556530313
11298,0.3046731222524297,0.3370197306811741
12212,0.4235145595813873,0.4238901607157486
12212,0.4281303483002478,0.43083703522572975
12654,0.5780944449277737,0.7734524247027618
13492,0.6579864765763621,0.6725467322691525
13492,0.6778359523907269,0.7089220454473231
14879,0.6763161703371579,0.7398462531038529
14879,0.7904236032879539,0.8764870273720538
15682,0.5525949234597027,0.5652577547286641
15741,0.38712691841701674,0.39157462914830204
15741,0.40504950319340555,0.4072135461744737
15741,0.41043346240953243,0.4155987900450816
15850,0.36352364654975966,0.3688279233487358
16959,0.9762750665498808,1.0
17336,0.5321739206708527,0.5608118465494976
17626,0.3666442571214295,0.402925574387056
17714,0.39686290825584436,0.40083404866295613
18529,0.7826421777779669,0.7994471367129451
18852,0.6080067247819195,0.6127539686444288
19966,0.4325801163417027,0.4344618147597606
19966,0.4447215238331474,0.45286586191030537
